job_id,company_id,company,location,country,required_skill,experience_level,Z_Score
3757934256,213591,The Program,Portland,1,"Design, Art/Creative, Information Technology",7,0.19014996776322898
3757934178,73013724,J. Galt,Rapid City,1,"Sales, Business Development",4,0.19014996776322898
3757934003,73013724,J. Galt,Yuma,1,"Sales, Business Development",4,0.19014996776322898
3757933524,37261405,Maxima Therapy,Los Angeles,1,Health Care Provider,7,0.19014996776322898
3757933458,99500291,Vet Doc Hospitals,Santa Rosa,1,Health Care Provider,4,0.19014996776322898
3757933450,6577380,Conexwest,Lathrop,1,"Management, Manufacturing",7,0.19014996776322898
3757933435,73013724,J. Galt,Sheboygan,1,"Sales, Business Development",4,0.19014996776322898
3757933320,213591,The Program,Portland,1,"Marketing, Public Relations, Writing/Editing",7,0.19014996776322898
3757933252,73013724,J. Galt,Urbana-Champaign Area,1,"Sales, Business Development",4,0.19014996776322898
3757932930,2073870,Appen,Texas,1,Other,5,0.19014996776322898
3757932856,166572,Ulta Beauty,Mays Landing,1,"Management, Manufacturing",7,0.19014996776322898
3757932846,10515052,Boyd Group Services Inc.,Marietta,2,"Management, Manufacturing",4,0.15507296813294658
3757932826,99500291,Vet Doc Hospitals,Pittsburgh,1,Health Care Provider,4,0.19014996776322898
3757932813,6577380,Conexwest,Lathrop,1,"Management, Manufacturing",7,0.19014996776322898
3757932805,18583501,Stealth Startup,Greater Sacramento,1,"Sales, Business Development",3,0.19014996776322898
3757932799,73013724,J. Galt,Chico,1,"Sales, Business Development",4,0.19014996776322898
3757932775,79098833,Vertivert Inc,Omaha,1,Health Care Provider,7,0.19014996776322898
3757932761,91313799,Stealth,Omaha,1,Administrative,7,0.19014996776322898
3757932742,79098833,Vertivert Inc,New Jersey,1,Engineering,4,0.19014996776322898
3757932736,73013724,J. Galt,Philadelphia,1,"Sales, Business Development",4,0.19014996776322898
3757932732,100254113,Supertrades LLC,New York,1,"Sales, Business Development",7,0.19014996776322898
3757932726,1815218,Uber,New York,1,"Management, Manufacturing",4,0.19014996776322898
3757932725,1815218,Uber,San Francisco,1,"Management, Manufacturing",4,0.19014996776322898
3757932471,73013724,J. Galt,Charlottesville,1,"Sales, Business Development",4,0.19014996776322898
3757932015,73013724,J. Galt,New York City,1,"Sales, Business Development",4,0.19014996776322898
3757931926,9596847,VONS,El Centro,1,Health Care Provider,4,0.19014996776322898
3757931895,2073870,Appen,Bellevue,1,"Management, Manufacturing",4,0.19014996776322898
3757931835,10515052,Boyd Group Services Inc.,Milwaukee,2,"Engineering, Information Technology",2,0.15507296813294658
3757931831,12961970,Barrington Residential,Rochester,1,"Management, Manufacturing",7,0.19014996776322898
3757931806,99500291,Vet Doc Hospitals,Syracuse,1,Health Care Provider,4,0.19014996776322898
3757931799,31430327,MFS Talent,Menlo Park,1,Health Care Provider,3,0.19014996776322898
3757931795,16223627,Adelphi Medical Staffing LLC,Toms River,1,Health Care Provider,7,0.19014996776322898
3757931788,6464,University of North Texas,Denton,1,"Accounting/Auditing, Finance",4,0.19014996776322898
3757931787,6464,University of North Texas,Denton,1,Health Care Provider,2,0.19014996776322898
3757931774,73013724,J. Galt,Traverse City,1,"Sales, Business Development",4,0.19014996776322898
3757931759,73013724,J. Galt,Louisville,1,"Sales, Business Development",4,0.19014996776322898
3757931749,91313799,Stealth,Florence,1,Engineering,4,0.19014996776322898
3757931739,91313799,Stealth,Huntsville,1,"Engineering, Information Technology",3,0.19014996776322898
3757931738,73013724,J. Galt,Beaumont-Port Arthur Area,1,"Sales, Business Development",4,0.19014996776322898
3757931735,79098833,Vertivert Inc,New York,1,Management,4,0.19014996776322898
3757931732,6139709,Cambridgeshire Constabulary,House,4,Human Resources,4,0.8455188399252976
3757931730,73013724,J. Galt,York,1,"Sales, Business Development",4,0.19014996776322898
3757931721,73013724,J. Galt,Greater Palm Bay-Melbourne-Titusville Area,1,"Sales, Business Development",4,0.19014996776322898
3757931720,73013724,J. Galt,Crestview-Fort Walton Beach-Destin Area,1,"Sales, Business Development",4,0.19014996776322898
3757931640,73013724,J. Galt,Salinas,1,"Sales, Business Development",4,0.19014996776322898
3757931639,73013724,J. Galt,The Villages,1,"Sales, Business Development",4,0.19014996776322898
3757931596,73013724,J. Galt,Dunn,1,"Sales, Business Development",4,0.19014996776322898
3757930935,1102373,Pure Hockey,Cranberry Township,1,Other,7,0.19014996776322898
3757930917,1312785,UNT Health Science Center,Fort Worth,1,"Research, Analyst, Information Technology",2,0.19014996776322898
3757930914,11357247,Nurse First Travel Agency,Inglewood,1,"Research, Analyst, Information Technology",2,0.19014996776322898
3757930912,3743123,RD NUTRITION CONSULTANTS LLC,Fort Wayne,1,Health Care Provider,2,0.19014996776322898
3757930908,82556159,My Travel Connection,Dallas,1,"Sales, Business Development",2,0.19014996776322898
3757930887,73013724,J. Galt,Wenatchee,1,"Sales, Business Development",4,0.19014996776322898
3757930886,91313799,Stealth,Florence,1,Engineering,4,0.19014996776322898
3757930873,73013724,J. Galt,Jackson,1,"Sales, Business Development",4,0.19014996776322898
3757930868,79098833,Vertivert Inc,Hicksville,1,Administrative,4,0.19014996776322898
3757930863,78708714,Bestinfo Systems LLC,Westlake Village,1,Health Care Provider,5,0.19014996776322898
3757930799,78708714,Bestinfo Systems LLC,Orange,1,Health Care Provider,4,0.19014996776322898
3757930215,73013724,J. Galt,Los Angeles,1,"Sales, Business Development",4,0.19014996776322898
3757930108,73013724,J. Galt,Poughkeepsie,1,"Sales, Business Development",4,0.19014996776322898
3757929978,3603539,Roers Companies,Milwaukee,1,"Management, Manufacturing",2,0.19014996776322898
3757929967,6577380,Conexwest,Oakland,1,"Management, Manufacturing",7,0.19014996776322898
3757929959,73013724,J. Galt,Winchester,1,"Sales, Business Development",4,0.19014996776322898
3757929946,79098833,Vertivert Inc,Omaha,1,Health Care Provider,7,0.19014996776322898
3757929941,79098833,Vertivert Inc,Omaha,1,Administrative,7,0.19014996776322898
3757929925,91313799,Stealth,Florence,1,"Accounting/Auditing, Manufacturing, Management",4,0.19014996776322898
3757929921,73013724,J. Galt,State College,1,"Sales, Business Development",4,0.19014996776322898
3757929899,2238,Danone,Broomfield,3,"Product Management, Management, Purchasing",4,0.5002959040291222
3757929797,73013724,J. Galt,Idaho Falls,1,"Sales, Business Development",4,0.19014996776322898
3757929719,2238,Danone,Broomfield,3,"Distribution, General Business, Public Relations",4,0.5002959040291222
3757929630,73013724,J. Galt,Roanoke,1,"Sales, Business Development",4,0.19014996776322898
3757929395,76464418,SOME So Others Might Eat,Washington DC-Baltimore Area,1,"Education, Training",7,0.19014996776322898
3757928989,91313799,Stealth,Vacaville,1,"Sales, Business Development",6,0.19014996776322898
3757928987,73013724,J. Galt,Staunton,1,"Sales, Business Development",4,0.19014996776322898
3757928981,73013724,J. Galt,Iowa City,1,"Sales, Business Development",4,0.19014996776322898
3757928980,73013724,J. Galt,Toledo,1,"Sales, Business Development",4,0.19014996776322898
3757928954,73013724,J. Galt,Bowling Green,1,"Sales, Business Development",4,0.19014996776322898
3757928953,73013724,J. Galt,Kalamazoo,1,"Sales, Business Development",4,0.19014996776322898
3757928945,91313799,Stealth,Burlington,1,"Engineering, Quality Assurance",2,0.19014996776322898
3757928942,462732,RailPros,San Francisco Bay Area,1,Other,7,0.19014996776322898
3757928939,73013724,J. Galt,Baltimore,1,"Sales, Business Development",4,0.19014996776322898
3757927997,6577380,Conexwest,Lathrop,1,"Management, Manufacturing",7,0.19014996776322898
3757927994,1312785,UNT Health Science Center,Fort Worth,1,Health Care Provider,1,0.19014996776322898
3757927987,82556159,My Travel Connection,New York,1,"Sales, Business Development",2,0.19014996776322898
3757927968,73013724,J. Galt,Greater Eugene-Springfield Area,1,"Sales, Business Development",4,0.19014996776322898
3757927949,73013724,J. Galt,Kankakee,1,"Sales, Business Development",4,0.19014996776322898
3757927940,73013724,J. Galt,Sierra Vista,1,"Sales, Business Development",4,0.19014996776322898
3757927939,91313799,Stealth,Florence,1,"Accounting/Auditing, Manufacturing, Management",4,0.19014996776322898
3757927855,73013724,J. Galt,Pittsburgh,1,"Sales, Business Development",4,0.19014996776322898
3757927838,73013724,J. Galt,Williamsport,1,"Sales, Business Development",4,0.19014996776322898
3757927797,73013724,J. Galt,Boston,1,"Sales, Business Development",4,0.19014996776322898
3757924571,115364,Democracy Prep Public Schools,New York,1,Legal,2,0.19014996776322898
3757924400,73013724,J. Galt,Gainesville,1,"Sales, Business Development",4,0.19014996776322898
3757924397,73013724,J. Galt,Portland,1,"Sales, Business Development",4,0.19014996776322898
3757924360,1595517,Prospect Health,Oroville,4,Health Care Provider,4,0.8455188399252976
3757924020,2908367,gpac,New London,1,Human Resources,4,0.19014996776322898
3757923657,73013724,J. Galt,Redding,1,"Sales, Business Development",4,0.19014996776322898
3757923650,73013724,J. Galt,Concord,1,"Sales, Business Development",4,0.19014996776322898
3757923408,73013724,J. Galt,Greenville-Spartanburg-Anderson,1,"Sales, Business Development",4,0.19014996776322898
3757923224,77185102,Echo IT Solutions,New York City,1,Other,7,0.19014996776322898
3757923088,8986045,Enertech Wireline Services L.P.,Artesia,1,"Management, Manufacturing",2,0.19014996776322898
3757922739,73013724,J. Galt,Fayetteville,1,"Sales, Business Development",4,0.19014996776322898
3757922476,73013724,J. Galt,Augusta,1,"Sales, Business Development",4,0.19014996776322898
3757922385,74016,FPI Management,Vancouver,1,Management,3,0.19014996776322898
3757922384,74016,FPI Management,Vancouver,1,Management,3,0.19014996776322898
3757922135,2957445,FareHarbor,San Francisco,5,"Engineering, Information Technology",2,1.1907417758214731
3757922052,26168,DriveTime,Stockbridge,1,"Management, Manufacturing",3,0.19014996776322898
3757921575,77156037,The Hang Loose Hut,Fountain Valley,1,"Marketing, Public Relations, Writing/Editing",7,0.19014996776322898
3757921570,73013724,J. Galt,Knoxville,1,"Sales, Business Development",4,0.19014996776322898
3757921539,1595517,Prospect Health,Conroe,4,Health Care Provider,4,0.8455188399252976
3757921496,74016,FPI Management,Bellflower,1,Management,3,0.19014996776322898
3757921424,86969238,Enso Village,Healdsburg,1,"Management, Manufacturing",2,0.19014996776322898
3757921377,290915,Torrance Memorial,Torrance,1,"Management, Manufacturing",2,0.19014996776322898
3757921239,100253070,Memphis Prime Properties,Memphis,1,"Sales, Management",7,0.19014996776322898
3757921082,2031248,Professional Case Management,Pleasant Hill,1,Health Care Provider,4,0.19014996776322898
3757921025,27412,Security Service Federal Credit Union,McAllen,1,"Finance, Sales",2,0.19014996776322898
3757921023,80226,Checkers Rallys DriveIn Restaurants,Orlando,1,"Management, Manufacturing",4,0.19014996776322898
3757921004,53258410,VIAONE Commercial Real Estate Development,Phoenix,1,Administrative,7,0.19014996776322898
3757921000,112768,Corcept Therapeutics,Menlo Park,1,"Management, Manufacturing",4,0.19014996776322898
3757920484,86969238,Enso Village,Healdsburg,1,Other,7,0.19014996776322898
3757920342,15216893,CSC Generation,Oklahoma City,1,"Management, Manufacturing",4,0.19014996776322898
3757920253,3807788,California Department of State Hospitals,Napa,1,Health Care Provider,2,0.19014996776322898
3757920237,20548,National Radio Astronomy Observatory,Charlottesville,1,Administrative,7,0.19014996776322898
3757920135,11568,Navy Federal Credit Union,Pensacola,1,"Business Development, Sales",2,0.19014996776322898
3757920116,27185258,Bowlero Corporation,Cupertino,1,"Management, Manufacturing",4,0.19014996776322898
3757920029,1811868,First American,Fort Mill,1,Human Resources,4,0.19014996776322898
3757919585,73013724,J. Galt,Ithaca,1,"Sales, Business Development",4,0.19014996776322898
3757919581,2238,Danone,Broomfield,3,"Finance, Information Technology, Distribution",4,0.5002959040291222
3757919574,29622,Gecko Hospitality Corporate,Grand Rapids metropolitan area,1,"Customer Service, Finance, Sales",7,0.19014996776322898
3757919557,501073,Reynolds School District,Fairview,1,"Education, Training",4,0.19014996776322898
3757919554,1595517,Prospect Health,Gilbert,4,Health Care Provider,4,0.8455188399252976
3757919520,213591,The Program,Portland,1,"Marketing, Sales",7,0.19014996776322898
3757919294,164414,Intermountain Health,St George,1,Health Care Provider,4,0.19014996776322898
3757919274,32478,Smithfield Foods,Orange City,1,"Management, Manufacturing",4,0.19014996776322898
3757919239,6487,DaVita Kidney Care,Malvern,1,"Accounting/Auditing, Finance",4,0.19014996776322898
3757919233,26168,DriveTime,Tempe,1,"Sales, Business Development",5,0.19014996776322898
3757919231,20548,National Radio Astronomy Observatory,Green Bank,1,"Management, Manufacturing",7,0.19014996776322898
3757919228,98594686,Artisan AI YC W24,San Francisco,1,Other,7,0.19014996776322898
3757919225,2031248,Professional Case Management,Dallas City,1,Health Care Provider,4,0.19014996776322898
3757919150,6453825,Samsara,San Francisco,1,Quality Assurance,4,0.19014996776322898
3757919132,11568,Navy Federal Credit Union,Kailua,1,Other,2,0.19014996776322898
3757919059,95680483,Ocean View Stables,San Francisco,1,"Management, Manufacturing",7,0.19014996776322898
3757919016,2963249,Affirm,Raleigh,1,"Project Management, Information Technology",4,0.19014996776322898
3757918560,2736008,Anders Group LLC,Boise,1,Health Care Provider,2,0.19014996776322898
3757918548,2908367,gpac,South Hill,1,"Management, Manufacturing",4,0.19014996776322898
3757918536,26168,DriveTime,Tempe,1,"Marketing, Public Relations, Writing/Editing",3,0.19014996776322898
3757918458,2031248,Professional Case Management,Pleasant Hill,1,Health Care Provider,2,0.19014996776322898
3757918366,112768,Corcept Therapeutics,Menlo Park,1,"Research, Analyst, Information Technology",5,0.19014996776322898
3757918274,30967,OReilly Auto Parts,Stratford,1,"Sales, Business Development",2,0.19014996776322898
3757918273,30967,OReilly Auto Parts,Dothan,1,"Sales, Business Development",2,0.19014996776322898
3757918262,372915,Alliance of Professionals Consultants Inc. APC,Dunn,1,"Sales, Business Development",2,0.19014996776322898
3757918214,163139,Cogent Communications,Herndon,1,"Sales, Business Development",2,0.19014996776322898
3757918182,6476,Loyola Medicine,Maywood,1,Health Care Provider,2,0.19014996776322898
3757918168,163139,Cogent Communications,Atlanta,1,"Sales, Business Development",4,0.19014996776322898
3757918167,163139,Cogent Communications,Atlanta,1,"Sales, Business Development",4,0.19014996776322898
3757918166,163139,Cogent Communications,Houston,1,"Sales, Business Development",4,0.19014996776322898
3757918165,163139,Cogent Communications,Detroit,1,"Sales, Business Development",4,0.19014996776322898
3757918163,163139,Cogent Communications,Herndon,1,"Sales, Business Development",4,0.19014996776322898
3757918069,164876,Mattress Firm,Encinitas,1,"Sales, Business Development",4,0.19014996776322898
3757918016,808034,Aya Healthcare,Louisville,1,Health Care Provider,4,0.19014996776322898
3757917929,135736,Feizy Rugs,Dallas,1,Customer Service,3,0.19014996776322898
3757917896,41549,United Site Services,Sacramento,1,"Sales, Business Development",7,0.19014996776322898
3757917759,79098833,Vertivert Inc,Hicksville,1,"Engineering, Information Technology",4,0.19014996776322898
3757917676,808034,Aya Healthcare,Fairfield,1,Health Care Provider,2,0.19014996776322898
3757917675,808034,Aya Healthcare,Fairfield,1,Health Care Provider,2,0.19014996776322898
3757917629,164414,Intermountain Health,St George,1,Health Care Provider,2,0.19014996776322898
3757917588,2908367,gpac,Litchfield Park,1,"Management, Manufacturing",2,0.19014996776322898
3757917578,6487,DaVita Kidney Care,Tallahassee,1,Health Care Provider,4,0.19014996776322898
3757917481,11568,Navy Federal Credit Union,Minneapolis–Saint Paul,1,"Business Development, Sales",2,0.19014996776322898
3757917361,290915,Torrance Memorial,Torrance,1,Health Care Provider,2,0.19014996776322898
3757917336,2963249,Affirm,San Jose,1,"Research, Analyst, Information Technology",4,0.19014996776322898
3757917315,372915,Alliance of Professionals Consultants Inc. APC,Raleigh,1,Information Technology,2,0.19014996776322898
3757917314,19125739,ORIC Pharmaceuticals Inc.,South San Francisco,1,"Research, Analyst, Information Technology",4,0.19014996776322898
3757917262,163139,Cogent Communications,Seattle,1,"Sales, Business Development",4,0.19014996776322898
3757917259,163139,Cogent Communications,Overland Park,1,"Sales, Business Development",2,0.19014996776322898
3757917257,163139,Cogent Communications,Washington,1,Other,2,0.19014996776322898
3757917252,163139,Cogent Communications,Boca Raton,1,"Sales, Business Development",2,0.19014996776322898
3757917244,5262,DSV Global Transport and Logistics,Phoenix,6,"General Business, Other, Consulting",2,1.5359647117176487
3757917234,163139,Cogent Communications,San Francisco Bay Area,1,"Sales, Business Development",4,0.19014996776322898
3757917230,163139,Cogent Communications,Overland Park,1,Information Technology,2,0.19014996776322898
3757917228,163139,Cogent Communications,Denver,1,"Sales, Business Development",4,0.19014996776322898
3757917227,163139,Cogent Communications,San Francisco Bay Area,1,"Sales, Business Development",4,0.19014996776322898
3757917226,163139,Cogent Communications,La Mirada,1,"Sales, Business Development",4,0.19014996776322898
3757917225,163139,Cogent Communications,Washington,1,"Project Management, Information Technology",2,0.19014996776322898
3757917224,163139,Cogent Communications,Herndon,1,Information Technology,2,0.19014996776322898
3757917223,163139,Cogent Communications,Atlanta,1,Information Technology,2,0.19014996776322898
3757917222,163139,Cogent Communications,Orlando,1,"Engineering, Information Technology",2,0.19014996776322898
3757917155,808034,Aya Healthcare,Mesa,1,Health Care Provider,4,0.19014996776322898
3757917153,64890982,Wiz,Chicago,1,"Engineering, Information Technology",2,0.19014996776322898
3757917144,220336,Hyatt Hotels Corporation,Jersey City,1,"Management, Manufacturing",4,0.19014996776322898
3757917120,778995,Allegheny County Health Department,Pittsburgh,1,"Research, Analyst, Information Technology",3,0.19014996776322898
3757917073,14806044,Unified Womens Healthcare,Las Vegas,1,Health Care Provider,7,0.19014996776322898
3757917058,1881,BAE Systems Inc.,Cedar Rapids,1,"Business Development, Sales",5,0.19014996776322898
3757916862,80226,Checkers Rallys DriveIn Restaurants,Orlando,1,"Management, Manufacturing",2,0.19014996776322898
3757916818,10520737,Ardurra,El Segundo,1,"Marketing, Public Relations, Writing/Editing",5,0.19014996776322898
3757916691,163139,Cogent Communications,Atlanta,1,"Sales, Business Development",2,0.19014996776322898
3757916689,163139,Cogent Communications,Washington,1,Other,2,0.19014996776322898
3757916687,163139,Cogent Communications,Houston,1,"Sales, Business Development",2,0.19014996776322898
3757916682,163139,Cogent Communications,Los Angeles,1,"Sales, Business Development",4,0.19014996776322898
3757916673,163139,Cogent Communications,Miami,1,"Sales, Business Development",4,0.19014996776322898
3757916660,163139,Cogent Communications,Houston,1,"Sales, Business Development",4,0.19014996776322898
3757916659,163139,Cogent Communications,Santa Clara,1,"Sales, Business Development",4,0.19014996776322898
3757916658,163139,Cogent Communications,Washington,1,"Engineering, Information Technology",2,0.19014996776322898
3757916657,163139,Cogent Communications,Washington,1,Legal,2,0.19014996776322898
3757916582,472706,La Frontera EMPACT Suicide Prevention Center,Tempe,1,Human Resources,2,0.19014996776322898
3757916578,13256,Frost,Houston,1,"Finance, Sales",2,0.19014996776322898
3757916530,14806044,Unified Womens Healthcare,Las Vegas,1,Health Care Provider,7,0.19014996776322898
3757916452,20372,LA Clippers,Los Angeles,1,"Engineering, Information Technology",2,0.19014996776322898
3757916440,808034,Aya Healthcare,Lebanon,1,Health Care Provider,4,0.19014996776322898
3757916425,808034,Aya Healthcare,Indianapolis,1,Health Care Provider,4,0.19014996776322898
3757916417,76440728,GXO Logistics Inc.,High Point,1,"Finance, Sales",4,0.19014996776322898
3757916415,76440728,GXO Logistics Inc.,Charlotte,1,"Finance, Sales",4,0.19014996776322898
3757916399,808034,Aya Healthcare,Santa Barbara,1,Health Care Provider,4,0.19014996776322898
3757916390,7614,Lennox International,Fresno,1,"Sales, Business Development",2,0.19014996776322898
3757916283,2029,Nike,Memphis,1,"Management, Manufacturing",2,0.19014996776322898
3757916248,93643,Pneumatic Scale Angelus,Clearwater,1,"Management, Manufacturing",2,0.19014996776322898
3757916209,808034,Aya Healthcare,Glendale,1,Health Care Provider,4,0.19014996776322898
3757916171,808034,Aya Healthcare,Florence,1,Health Care Provider,4,0.19014996776322898
3757916151,14611,Tommy Bahama,San Marcos,1,"Sales, Business Development",2,0.19014996776322898
3757916103,9185,Advance Auto Parts,Bloomington,1,"Sales, Customer Service",2,0.19014996776322898
3757916091,808034,Aya Healthcare,Roanoke,1,Health Care Provider,4,0.19014996776322898
3757916086,2437248,CLA CliftonLarsonAllen,Austin,1,"Accounting/Auditing, Finance",1,0.19014996776322898
3757915942,6407329,Joby Aviation,San Carlos,1,"Engineering, Information Technology",7,0.19014996776322898
3757915936,6487,DaVita Kidney Care,Federal Way,1,"Accounting/Auditing, Finance",4,0.19014996776322898
3757915820,808034,Aya Healthcare,Everett,1,Health Care Provider,4,0.19014996776322898
3757915814,2721911,Equans Services Canada US,Detroit,2,Information Technology,4,0.15507296813294658
3757915782,8274,New Balance,New York,1,"Sales, Business Development",2,0.19014996776322898
3757915725,163139,Cogent Communications,New York City,1,"Sales, Business Development",5,0.19014996776322898
3757915707,163139,Cogent Communications,Sterling,1,"Sales, Business Development",4,0.19014996776322898
3757915691,163139,Cogent Communications,New York City,1,"Sales, Business Development",4,0.19014996776322898
3757915689,163139,Cogent Communications,San Francisco Bay Area,1,"Sales, Business Development",4,0.19014996776322898
3757915688,163139,Cogent Communications,Charleston,1,"Engineering, Information Technology",2,0.19014996776322898
3757915686,3608,NVIDIA,Durham,1,Engineering,4,0.19014996776322898
3757915671,18577044,Provider Solutions Development,Everett,1,Health Care Provider,4,0.19014996776322898
3757915626,80181,Bassett Furniture Industries Inc.,Wilmington,1,"Design, Art/Creative, Information Technology",4,0.19014996776322898
3757915601,164876,Mattress Firm,Oceanside,1,"Sales, Business Development",4,0.19014996776322898
3757915590,1628878,Stonegate Group,Glasgow,4,"Management, Manufacturing",2,0.8455188399252976
3757915537,808034,Aya Healthcare,Memphis,1,Health Care Provider,4,0.19014996776322898
3757915526,1257837,Vantage Data Centers,Atlanta,1,Other,5,0.19014996776322898
3757915521,84054714,J.Crew Factory,Pooler,1,"Sales, Business Development",2,0.19014996776322898
3757915513,290915,Torrance Memorial,Torrance,1,"Management, Manufacturing",2,0.19014996776322898
3757915508,808034,Aya Healthcare,Redlands,1,Health Care Provider,4,0.19014996776322898
3757915494,808034,Aya Healthcare,San Gabriel,1,"Education, Training",2,0.19014996776322898
3757915453,1612,Abbott,Lake Forest,1,"Research, Analyst, Information Technology",3,0.19014996776322898
3757915416,10769,CHRISTUS Health,Tyler,1,Health Care Provider,7,0.19014996776322898
3757915410,10769,CHRISTUS Health,Shreveport,1,"Sales, Business Development",7,0.19014996776322898
3757915401,808034,Aya Healthcare,Fond du Lac,1,Health Care Provider,2,0.19014996776322898
3757915394,10769,CHRISTUS Health,San Marcos,1,Health Care Provider,7,0.19014996776322898
3757915353,3493,Conagra Brands,Jackson,1,"Management, Manufacturing",7,0.19014996776322898
3757915334,3242,International Paper,Beaverton,1,"Management, Manufacturing",7,0.19014996776322898
3757915266,808034,Aya Healthcare,Midland,1,Health Care Provider,4,0.19014996776322898
3757915256,2736008,Anders Group LLC,Grand Junction,1,Health Care Provider,4,0.19014996776322898
3757915247,2029,Nike,Williamsburg,1,Customer Service,2,0.19014996776322898
3757915246,62923,Flatiron Construction,Broomfield,1,"Finance, Accounting/Auditing",3,0.19014996776322898
3757915240,2029,Nike,Orlando,1,Customer Service,2,0.19014996776322898
3757915206,808034,Aya Healthcare,Charlottesville,1,Health Care Provider,4,0.19014996776322898
3757915181,14611,Tommy Bahama,Seattle,1,"Marketing, Sales",4,0.19014996776322898
3757915096,808034,Aya Healthcare,Fayetteville,1,"Management, Manufacturing",2,0.19014996776322898
3757915081,808034,Aya Healthcare,West Plains,1,Health Care Provider,4,0.19014996776322898
3757915079,9185,Advance Auto Parts,Colorado Springs,1,"Sales, Customer Service",2,0.19014996776322898
3757915058,11011,Turner Townsend,Columbus,4,Consulting,4,0.8455188399252976
3757915048,2271,Starbucks,Seattle,1,"Information Technology, Engineering",7,0.19014996776322898
3757915010,808034,Aya Healthcare,Wilkes-Barre,1,"Engineering, Information Technology",2,0.19014996776322898
3757915006,808034,Aya Healthcare,Jackson,1,Health Care Provider,4,0.19014996776322898
3757915005,7396,Xcel Energy,Minneapolis,1,Other,7,0.19014996776322898
3757915000,808034,Aya Healthcare,Canton,1,Health Care Provider,4,0.19014996776322898
3757914937,27185258,Bowlero Corporation,San Jose,1,"Marketing, Public Relations, Writing/Editing",4,0.19014996776322898
3757914893,808034,Aya Healthcare,West Plains,1,"Engineering, Information Technology",2,0.19014996776322898
3757914873,220336,Hyatt Hotels Corporation,Breckenridge,1,"Management, Manufacturing",5,0.19014996776322898
3757914842,3205573,DoorDash,Tempe,1,"Sales, Business Development",7,0.19014996776322898
3757914782,372915,Alliance of Professionals Consultants Inc. APC,Armonk,1,Finance,4,0.19014996776322898
3757914732,163139,Cogent Communications,Washington,1,"Project Management, Information Technology",4,0.19014996776322898
3757914729,163139,Cogent Communications,Dallas,1,Human Resources,4,0.19014996776322898
